date,ticker,close,volume,ret_5d,vol_10d,sentiment_7d,risk_probability
2023-03-27,000660.KS,83383.921875,3211190.0,,,-0.0752759286915825,
2023-03-28,000660.KS,86212.1484375,3180431.0,,,0.2704285838459497,
2023-03-29,000660.KS,84749.2734375,3070422.0,,,0.13919636508684305,
2023-03-30,000660.KS,86902.2578125,4264354.0,,,0.05919509051822196,
2023-03-31,000660.KS,86706.5390625,2676327.0,,,-0.20638881573453807,
2023-04-03,000660.KS,85336.4453125,2502220.0,0.02341606623429171,,-0.2064032877982784,
2023-04-04,000660.KS,82694.15625,16808036.0,-0.04080622338335982,,-0.2651498326990803,
2023-04-05,000660.KS,82792.015625,4380498.0,-0.023094685454069674,,0.2197056874649611,
2023-04-06,000660.KS,82009.1171875,5379170.0,-0.056306254269681055,,0.06066900704592528,
2023-04-07,000660.KS,87195.8515625,10867359.0,0.005643317162587813,,0.12484354667762729,
2023-04-10,000660.KS,88761.6484375,5387514.0,0.04013763536150328,0.028424158490020585,-0.28764930342251854,0.269167869448839
2023-04-11,000660.KS,89838.1328125,5001836.0,0.08639034348330998,0.026893524540509875,0.2819459112971966,0.2621268501916256
2023-04-12,000660.KS,88370.1953125,4751001.0,0.06737581692377104,0.02683859168227044,0.19946558448025303,0.26246626702192316
2023-04-13,000660.KS,86804.3984375,4907552.0,0.058472538352490666,0.026571550146762418,-0.1725965335930343,0.26433701717424807
2023-04-14,000660.KS,87391.578125,2324722.0,0.0022446774587632223,0.026632071117307577,-0.1909050196757396,0.2643178569157364
2023-04-17,000660.KS,86608.671875,1877825.0,-0.02425570728348947,0.026234493556376023,-0.1899572940879397,0.26329867073315555
2023-04-18,000660.KS,85727.8984375,1763334.0,-0.04575155611903037,0.02408664957164739,-0.11745465422427737,0.25797921350856867
2023-04-19,000660.KS,86315.0859375,2024519.0,-0.023255684427680556,0.02408323898396984,0.014853858979342703,0.25720227629207365
2023-04-20,000660.KS,85825.75,1746001.0,-0.011274180284823188,0.023869442873981107,-0.04083298881473054,0.2571630203357715
2023-04-21,000660.KS,87195.8515625,2624982.0,-0.002239650166518836,0.013390499461537437,-0.12526251588117485,0.2355304068818741
2023-04-24,000660.KS,85336.4453125,2054455.0,-0.014689366953186567,0.013325222401300043,0.06711173683342768,0.23413938087923314
2023-04-25,000660.KS,83672.78125,4096411.0,-0.023972559982889163,0.01285689284711895,-0.2163036836087749,0.2349031186542933
2023-04-26,000660.KS,85532.1875,3240654.0,-0.009070238753708604,0.015298740800291285,-0.12471321087886911,0.23944399780585743
2023-04-27,000660.KS,86902.2578125,2980163.0,0.012542946755490059,0.015449066690951767,-0.08018289402378498,0.2395750531821861
2023-04-28,000660.KS,87587.296875,3737493.0,0.004489265320373859,0.015505654975310406,-0.026358009469778444,0.23931525691186378
2023-05-02,000660.KS,88272.3359375,2427349.0,0.0344037136096873,0.01529504956261844,0.17110557683580815,0.23777051464000964
2023-05-03,000660.KS,87880.875,1779615.0,0.05029226574203305,0.014889783652500018,-0.18019573070498415,0.23921805194621018
2023-05-04,000660.KS,86804.3984375,1794303.0,0.014874060569303182,0.01549438724311633,0.008540663048166962,0.23911921405107706
2023-05-08,000660.KS,86804.3984375,2615242.0,-0.0011260855294593641,0.015339469403903171,0.05544874131722548,0.2384276762409506
2023-05-09,000660.KS,85434.3125,2297473.0,-0.02458101176558314,0.01523864754003518,-0.27212975236800135,0.2401802759612654
2023-05-10,000660.KS,85042.875,2137658.0,-0.036585198558544696,0.013715135706438304,0.06452691114086302,0.23485558940759438
2023-05-11,000660.KS,84455.6875,2806299.0,-0.03897534588725926,0.01225308996535682,-0.19768552578762508,0.23348158736973212
2023-05-12,000660.KS,85336.4453125,2712372.0,-0.016911045424235494,0.010412725718785308,-0.26096904420883227,0.23022745046342064
2023-05-15,000660.KS,84553.546875,2357794.0,-0.02593015564897483,0.009011462858556585,0.2693313223519999,0.2241435119128882
